,authorID,projectContributions,methodsWritten,noOfClones,relativeClones,methodsWrittenCat,projectContributionsCat,developerExperienceNum,developerExperience
10674,39db5dfa-c0db-bb05-a8dd-f87e268d9b2f,4,18,1,0.0555555555555555,2,2,2.0,Medium
10684,39e7aee8-1fa4-2246-832e-a2580e6618fa,3,12,7,0.5833333333333334,2,1,1.5,Low
10685,39e7b112-baee-4083-da76-2a0e6b1d73c1,6,171,151,0.8830409356725146,4,3,3.5,High
10702,3a012bf8-ee89-0df3-6817-a4093b9adf12,2,22,11,0.5,2,1,1.5,Low
10704,3a03e30e-82bd-62e4-a08f-87684b0bac1a,2,26,4,0.1538461538461538,2,1,1.5,Low
10706,3a05b28d-298f-2917-a273-375f2a823bfc,2,42,1,0.0238095238095238,3,1,2.0,Medium
10710,3a0d9a94-4ff8-636d-c54b-a1209498c0ca,3,69,0,0.0,4,1,2.5,Medium
10714,3a177a6f-d7bb-7b3d-0cf7-05791957a9b0,2,25,0,0.0,2,1,1.5,Low
10724,3a27c172-9e23-8a87-f766-b935de34c8e9,7,70,45,0.6428571428571429,4,3,3.5,High
10727,3a29b6a8-c647-1529-f6ac-5f9ad5436228,2,23,11,0.4782608695652174,2,1,1.5,Low
10730,3a2daf16-8171-3323-18b5-9687e70333d9,3,35,4,0.1142857142857142,3,1,2.0,Medium
10736,3a34b504-e63b-2969-4ad9-a53ea373800b,2,61,6,0.0983606557377049,4,1,2.5,Medium
10742,3a3a368e-a421-3b1f-b0ce-a5bd826b1f74,3,6,2,0.3333333333333333,2,1,1.5,Low
10745,3a3db5f0-cd12-4c41-7c4d-b79014c2f666,3,16,0,0.0,2,1,1.5,Low
10757,3a516d34-5034-b4e0-abd9-8085af0eaf2d,4,24,10,0.4166666666666667,2,2,2.0,Medium
10776,3a6752ad-ede4-79d5-1abb-39f49ab75878,3,28,9,0.3214285714285714,2,1,1.5,Low
10782,3a6ef13f-8312-b402-a16a-47985f0d8209,3,14,6,0.4285714285714285,2,1,1.5,Low
10783,3a6f0c56-2c54-d5e8-d95f-dcf0d18c69f2,4,54,15,0.2777777777777778,4,2,3.0,High
10785,3a70a732-c736-7de8-3217-1bb27b3741ab,8,77,31,0.4025974025974026,4,4,4.0,High
10788,3a77b379-6dd4-1b84-76aa-cebc3fd13b29,2,89,29,0.3258426966292135,4,1,2.5,Medium
10792,3a7e4888-5625-d7a2-b0a9-44989f68e40e,2,24,22,0.9166666666666666,2,1,1.5,Low
10796,3a88bdf4-624c-3111-23d7-ba572eb9f6d5,2,9,0,0.0,2,1,1.5,Low
10799,3a8f438c-7414-d130-7d70-c900417e54c2,2,6,1,0.1666666666666666,2,1,1.5,Low
10800,3a8fa5d5-0d37-6888-3e4b-491191b50f5b,2,27,0,0.0,2,1,1.5,Low
10817,3ab4d533-1e16-a9d4-a434-b1da89e46e55,2,22,11,0.5,2,1,1.5,Low
10819,3ab72763-45ae-b219-13f7-b1bf7594da8a,4,12,2,0.1666666666666666,2,2,2.0,Medium
10821,3ab87beb-f653-ba39-822f-be51b26d2249,8,21,3,0.1428571428571428,2,4,3.0,High
10822,3ab88d58-1697-7dd7-9cc5-1003707339eb,2,10,0,0.0,2,1,1.5,Low
10826,3abca854-3ddc-9993-922e-cc653bfa05b7,3,39,6,0.1538461538461538,3,1,2.0,Medium
10833,3ac27f19-0a95-a8a2-95e5-73a3a9012476,2,16,2,0.125,2,1,1.5,Low
10839,3ac9d78d-d703-8bd2-a362-604778fc77d5,2,7,0,0.0,2,1,1.5,Low
10845,3ad5d955-7da1-6940-e82c-8d194758fcce,3,106,8,0.0754716981132075,4,1,2.5,Medium
10848,3ad8eaf8-c0fa-1efa-f3a1-a64252432141,4,8,3,0.375,2,2,2.0,Medium
10858,3aea7867-6bdb-d244-b46d-53d76c3a7a58,5,22,0,0.0,2,2,2.0,Medium
10859,3aeb72e6-dd74-d195-56c9-7b024810afad,2,21,0,0.0,2,1,1.5,Low
10860,3aebb1d3-f64f-1025-129b-f7b4b656f48d,2,10,1,0.1,2,1,1.5,Low
10863,3af7036e-2045-a4ae-45e7-b74d8872202e,2,60,0,0.0,4,1,2.5,Medium
10867,3b04a5ea-2152-2188-a1d7-9a9d8aae0bdd,3,63,60,0.9523809523809524,4,1,2.5,Medium
10871,3b09ad6b-7dd2-bcdb-9a0b-a8d76ac92d3c,2,9,2,0.2222222222222222,2,1,1.5,Low
10877,3b193254-aea9-9f46-961d-1f68b6b82920,2,44,0,0.0,3,1,2.0,Medium
10880,3b220681-a7ae-aab4-88d0-ea841d371941,3,70,0,0.0,4,1,2.5,Medium
10884,3b29d7ac-ac2b-76b3-556d-c7ebbc6e3a83,2,28,0,0.0,2,1,1.5,Low
10891,3b373dcb-e3da-e178-42c2-2a282044138e,2,17,0,0.0,2,1,1.5,Low
10902,3b4cf9a1-c199-48ad-3983-b81c7ec965f7,5,27,9,0.3333333333333333,2,2,2.0,Medium
10910,3b5c75fd-0eec-30ef-9ce7-4b907f32999c,3,21,4,0.1904761904761904,2,1,1.5,Low
10912,3b5d015f-80cc-84f6-febd-55d6d666d159,2,5,0,0.0,1,1,1.0,Low
10913,3b5d06d6-be44-36ea-07ea-a083d7d9d73c,2,21,0,0.0,2,1,1.5,Low
10914,3b5d655b-b0f7-805f-0232-a06febb2d100,2,119,20,0.1680672268907563,4,1,2.5,Medium
10915,3b5db046-be78-fdc8-bc02-12523877dc43,5,171,76,0.4444444444444444,4,2,3.0,High
10921,3b686fe9-bcae-01f2-9ba4-4fd7ea699e0a,2,33,16,0.4848484848484848,3,1,2.0,Medium
10924,3b69aa1a-a484-ecab-1225-9e87bb0e8ef7,2,9,1,0.1111111111111111,2,1,1.5,Low
10926,3b6b63c0-4ab3-7224-7764-28146d32456e,3,13,1,0.0769230769230769,2,1,1.5,Low
10930,3b70ae76-56c3-5a7e-4dd8-42db1ac88f94,5,14,9,0.6428571428571429,2,2,2.0,Medium
10931,3b719e52-ece1-058b-95de-17e8cb64b679,2,99,21,0.2121212121212121,4,1,2.5,Medium
10942,3b7f50bd-fd9c-794d-0c1d-babe6e7a5f91,6,115,15,0.1304347826086956,4,3,3.5,High
10948,3b89da87-ccdb-2d57-1316-eff6e888d317,2,41,1,0.024390243902439,3,1,2.0,Medium
10954,3b929920-bdd8-2bce-e852-3444d37fbe86,2,10,4,0.4,2,1,1.5,Low
10955,3b92a4d4-739e-cfd6-c594-20c920026c19,6,47,10,0.2127659574468085,3,3,3.0,High
10956,3b930388-94c0-f5d9-d9f6-ac4c16dd2563,3,23,3,0.1304347826086956,2,1,1.5,Low
10963,3b9c12a4-18fc-6bfc-88fd-ea21da23b5ac,5,46,13,0.2826086956521739,3,2,2.5,Medium
10966,3b9db2c9-dc74-6003-24df-c0236ff32910,2,16,8,0.5,2,1,1.5,Low
10971,3ba82a1a-5113-40db-10fa-e3df98bb56c7,3,94,46,0.4893617021276595,4,1,2.5,Medium
10976,3bb428b2-1a80-6592-b4d3-661f604ae46e,4,145,6,0.0413793103448275,4,2,3.0,High
10987,3bbcfdb6-45bd-59da-7143-a4e6554ed21d,3,24,2,0.0833333333333333,2,1,1.5,Low
10989,3bbf27be-94a0-f944-326f-7014948f9d2b,2,32,2,0.0625,3,1,2.0,Medium
10996,3bc773a0-2dd6-ff4e-87ea-083569d8e285,2,30,16,0.5333333333333333,2,1,1.5,Low
10998,3bca62de-6f29-115a-6505-84cebde0b07a,2,38,19,0.5,3,1,2.0,Medium
11011,3be0aee2-c6b1-4eb1-766c-7f8601edcdc3,2,50,8,0.16,3,1,2.0,Medium
11014,3be76a59-5dc5-18e9-3547-3cdf881a6219,3,37,0,0.0,3,1,2.0,Medium
11017,3be7ab87-067e-6c73-0438-52605cecdd03,2,14,0,0.0,2,1,1.5,Low
11024,3bef8c11-5349-664b-7ec2-4d846808d9b6,2,8,2,0.25,2,1,1.5,Low
11025,3bf02f6b-589c-1159-9369-93f5c93a26ad,4,126,1,0.0079365079365079,4,2,3.0,High
11030,3bfdf572-d4e0-6faf-6682-eac777f4354f,9,58,12,0.2068965517241379,4,4,4.0,High
11034,3c05bea5-52ad-c386-8462-435e705f2851,8,78,67,0.8589743589743589,4,4,4.0,High
11040,3c0dc85a-ccd8-a611-27d9-5b3062e6f8c6,2,17,1,0.0588235294117647,2,1,1.5,Low
11048,3c133888-2c19-b5ab-a4b1-6c0bad371ce3,3,7,3,0.4285714285714285,2,1,1.5,Low
11054,3c1722ed-43ce-49e3-c833-dc60805f626f,9,18,9,0.5,2,4,3.0,High
11057,3c1ec6cf-3ffb-7298-bde5-c7139c986d52,3,6,4,0.6666666666666666,2,1,1.5,Low
11068,3c326945-c0aa-af35-7509-df6e943ae505,3,10,6,0.6,2,1,1.5,Low
11070,3c329c00-317e-8b47-4b2e-8b6a5a160404,7,37,0,0.0,3,3,3.0,High
11083,3c3e46b7-4b06-e636-17b7-c7be3a8b7919,2,13,0,0.0,2,1,1.5,Low
11084,3c3eb116-f4bd-15f4-11e5-5b5269a680dc,2,23,1,0.0434782608695652,2,1,1.5,Low
11085,3c3ff580-8297-9bc1-8583-5910e483812e,2,24,3,0.125,2,1,1.5,Low
11106,3c5f0d25-0f86-99e0-71b7-60f0e6d852eb,2,82,37,0.4512195121951219,4,1,2.5,Medium
11107,3c615925-027d-e693-f424-2ba463b81d3c,2,145,3,0.0206896551724137,4,1,2.5,Medium
11112,3c6a553b-c267-2f83-d11a-a60e70e7519f,3,23,0,0.0,2,1,1.5,Low
11116,3c6c4570-ced0-bbfa-5bb0-1140f4de7357,3,6,1,0.1666666666666666,2,1,1.5,Low
11117,3c715213-3c10-3844-dd9a-75d9f18adc0b,4,142,71,0.5,4,2,3.0,High
11119,3c743e26-e564-8807-e9b1-e298e76d2447,3,31,6,0.1935483870967742,3,1,2.0,Medium
11124,3c79b3f4-9894-423f-c846-66dcc43893e8,2,31,2,0.064516129032258,3,1,2.0,Medium
11125,3c7bccf0-51ea-f2ac-53b2-ac7f3b1f4528,2,21,3,0.1428571428571428,2,1,1.5,Low
11129,3c819c84-dd20-9cc5-4045-e47ebe439a63,2,30,10,0.3333333333333333,2,1,1.5,Low
11131,3c8392a1-d002-49e9-4659-425f8dc40703,2,9,0,0.0,2,1,1.5,Low
11132,3c846359-4799-2c5d-faac-099bf2061f82,4,12,5,0.4166666666666667,2,2,2.0,Medium
11135,3c8782cd-395f-6921-94f8-c3d1192db054,2,55,8,0.1454545454545454,4,1,2.5,Medium
11140,3c8f5979-69c7-3dfd-3740-3c2b80c96112,4,10,6,0.6,2,2,2.0,Medium
11143,3c96ca28-0367-4d22-4a25-d4b3f404da46,3,7,3,0.4285714285714285,2,1,1.5,Low
11144,3c97bc62-7ee1-3a20-bb59-b5ef618b1c9d,3,81,38,0.4691358024691358,4,1,2.5,Medium
11145,3c97d4f5-ffe8-c0d2-b3ea-1b750133b3bd,2,24,7,0.2916666666666667,2,1,1.5,Low
11160,3cb3b34f-ffc9-656a-42f5-fe1c1baac1d3,5,13,4,0.3076923076923077,2,2,2.0,Medium
11164,3cbc2566-d7b8-6d0b-1472-5820b0c3ad65,6,109,13,0.1192660550458715,4,3,3.5,High
11166,3cbf3253-2d59-33e5-ee25-a1c473dbadb8,2,16,5,0.3125,2,1,1.5,Low
11168,3cbf8728-4c90-3d79-22c3-9a754d0fa435,2,22,2,0.0909090909090909,2,1,1.5,Low
11172,3cc31638-c255-94b5-7923-42eaa08d7c46,4,155,0,0.0,4,2,3.0,High
11175,3cc772a8-cef2-f7e9-e7cd-4682a7f4ac1f,2,141,125,0.8865248226950354,4,1,2.5,Medium
11185,3cd6f9b9-58b9-56d3-5b48-4af32cc70b47,3,60,15,0.25,4,1,2.5,Medium
11187,3cd78cb4-30f5-32c4-7111-5793ad2a7cbc,2,60,9,0.15,4,1,2.5,Medium
11196,3ce3e884-22dc-bd44-f4ef-9414ab891441,7,56,15,0.2678571428571428,4,3,3.5,High
11200,3ceaf2d4-c3f7-42bd-74d3-7a5443336d74,2,7,2,0.2857142857142857,2,1,1.5,Low
11205,3cf2c26b-1313-4711-b2bd-212d70cb343c,2,15,0,0.0,2,1,1.5,Low
11220,3d05c6d1-e84d-551e-4a89-45bfd294c495,4,8,5,0.625,2,2,2.0,Medium
11222,3d07c85c-3fc8-8d2c-e915-d128c5d64b07,2,23,0,0.0,2,1,1.5,Low
11223,3d08eb0c-0ba1-0acb-1d0c-57fdeb0d68df,3,13,4,0.3076923076923077,2,1,1.5,Low
11229,3d128052-217a-9a8c-7e07-08650a0ec371,4,81,17,0.2098765432098765,4,2,3.0,High
11232,3d16e9ec-4f5a-dce1-a51c-75bca9d2db61,3,118,1,0.0084745762711864,4,1,2.5,Medium
11262,3d475063-01ea-0694-2718-c426e41a925c,5,177,4,0.0225988700564971,4,2,3.0,High
11268,3d4b6ef6-a4b9-2989-1628-b6a2d56250f1,2,139,0,0.0,4,1,2.5,Medium
11284,3d67da38-6136-68b8-8d22-74d49db17262,2,119,1,0.0084033613445378,4,1,2.5,Medium
11285,3d682b77-736b-ba20-66fa-8ac003925715,5,9,3,0.3333333333333333,2,2,2.0,Medium
11287,3d6ad6ad-ba8d-fb75-f8c2-413117c9d0fc,3,15,5,0.3333333333333333,2,1,1.5,Low
11308,3d872a8f-cb28-91d8-f2fa-bb6cf240667c,4,72,4,0.0555555555555555,4,2,3.0,High
11310,3d87f5fa-3a3d-365b-60dd-b8b418827857,2,12,0,0.0,2,1,1.5,Low
11323,3d9a837b-14aa-9f43-e176-cb44f509134e,2,5,2,0.4,1,1,1.0,Low
11339,3db794a3-3d19-d7a8-52fd-7c4011766dd3,2,29,2,0.0689655172413793,2,1,1.5,Low
11342,3dbb2d23-3a82-59a5-5746-464eff0a8ceb,2,42,1,0.0238095238095238,3,1,2.0,Medium
11346,3dc2c421-778d-d598-e3be-e798bb6ba8ef,3,18,0,0.0,2,1,1.5,Low
11348,3dc435bb-3c9a-b3b4-3ba5-d5e0c6d36bef,3,7,5,0.7142857142857143,2,1,1.5,Low
11357,3dce1a88-cb02-d34e-aac2-aebfcacc9ccd,2,24,0,0.0,2,1,1.5,Low
11362,3dd347f3-786f-b90d-50cc-1e675e2c004d,3,183,155,0.8469945355191257,4,1,2.5,Medium
11369,3ddf1d3c-b6ea-cedc-9a47-be71169b268e,2,13,4,0.3076923076923077,2,1,1.5,Low
11370,3ddffa5b-d874-9449-df5c-40d39d90b5da,5,17,10,0.5882352941176471,2,2,2.0,Medium
11386,3df6d35b-19eb-80b0-e2be-04ad871345d0,10,17,8,0.4705882352941176,2,4,3.0,High
11391,3dfb856e-bde0-f20c-27b2-4a2e16962875,5,164,51,0.3109756097560975,4,2,3.0,High
11395,3e014776-2523-9b25-20fb-dec90905d970,2,13,0,0.0,2,1,1.5,Low
11400,3e089092-7907-802f-99d4-d3d70dab9c2d,2,7,0,0.0,2,1,1.5,Low
11415,3e16c8ab-7956-e259-5d25-180cecb9c679,2,17,5,0.2941176470588235,2,1,1.5,Low
11416,3e17c3f4-6fc2-8f5f-51b8-8c9fcc518cc3,2,8,0,0.0,2,1,1.5,Low
11430,3e292153-1f02-79c8-47d1-db4873da1c1f,2,107,0,0.0,4,1,2.5,Medium
11432,3e2c353b-4cf5-3eb8-4acd-0cfb5621e84b,2,8,0,0.0,2,1,1.5,Low
11434,3e2ede50-a272-fdbb-1f38-23f77d3e4d8f,6,130,100,0.7692307692307693,4,3,3.5,High
11448,3e3d94d8-b27c-5ac3-4d62-ea1960fab76f,2,8,4,0.5,2,1,1.5,Low
11450,3e410182-a410-b553-4a45-661bead8efbb,5,177,3,0.0169491525423728,4,2,3.0,High
11453,3e473182-2c5c-9d37-2eb7-e95ab88688ee,2,11,0,0.0,2,1,1.5,Low
11454,3e4775eb-f7d1-d98b-53cd-b324162c2cc8,5,11,6,0.5454545454545454,2,2,2.0,Medium
11461,3e4efa1f-f5f3-20ae-1b38-50b03df144ec,3,37,19,0.5135135135135135,3,1,2.0,Medium
11463,3e522aef-18e2-4f8f-e299-4142fce97310,3,147,21,0.1428571428571428,4,1,2.5,Medium
11469,3e5b5c89-2f9d-4c8a-8952-5864298474dc,2,12,0,0.0,2,1,1.5,Low
11472,3e5e926f-10c5-b4cd-fcf2-930c3c49b292,2,49,40,0.8163265306122449,3,1,2.0,Medium
11491,3e74732c-204b-5d04-a673-7f1ea0e9912e,4,45,0,0.0,3,2,2.5,Medium
11495,3e7c0ddf-f67e-40f3-2208-795b5af9e1a3,2,60,13,0.2166666666666666,4,1,2.5,Medium
11498,3e8073a1-f7aa-9c6e-ac75-fcdcb8093c50,2,64,17,0.265625,4,1,2.5,Medium
11500,3e8184af-1f99-34f2-86e1-449fd68a938c,2,26,13,0.5,2,1,1.5,Low
11501,3e860542-dfde-11ab-ea74-aec12e4344c0,4,37,8,0.2162162162162162,3,2,2.5,Medium
11502,3e8722d5-e9f0-a90d-bcec-03e19a823ea2,2,15,4,0.2666666666666666,2,1,1.5,Low
11503,3e884319-ff09-3762-7483-461cf79e439f,2,8,4,0.5,2,1,1.5,Low
11518,3e997532-0b7a-cb1b-51a7-3e41612932d2,2,8,0,0.0,2,1,1.5,Low
11528,3ead538e-612f-7011-3641-e5a1decf0c5d,3,27,15,0.5555555555555556,2,1,1.5,Low
11530,3eaeeda7-939e-2d90-97f2-8ba9835a8a6c,4,26,17,0.6538461538461539,2,2,2.0,Medium
11533,3eb50712-125f-5ae7-b243-f8e9f3375d41,2,5,5,1.0,1,1,1.0,Low
11535,3eb69cb7-4706-bb4d-0c63-14de73ef7207,3,71,6,0.0845070422535211,4,1,2.5,Medium
11537,3eb823d8-bf42-382f-abb9-96455c60b232,6,23,1,0.0434782608695652,2,3,2.5,Medium
11538,3eb8d654-a680-7235-8e24-cf005b33fdd4,3,8,4,0.5,2,1,1.5,Low
11540,3ebaf7d7-6914-c3ba-d2d9-680d5e36aced,4,63,26,0.4126984126984127,4,2,3.0,High
11554,3ed0f3e1-3045-62ec-93c1-9da1afcd75fe,2,15,4,0.2666666666666666,2,1,1.5,Low
11570,3ee74474-df92-4571-cc66-85cf33e774d4,2,58,0,0.0,4,1,2.5,Medium
11573,3eea1c45-cb05-8268-024c-e0e4318e9a59,2,148,36,0.2432432432432432,4,1,2.5,Medium
11576,3eecc6e8-0854-bf9e-783a-cacd03a8466d,3,15,0,0.0,2,1,1.5,Low
11577,3eed6d81-39c9-e8d6-bbda-d0f8daf1acf8,3,13,1,0.0769230769230769,2,1,1.5,Low
11581,3ef42268-f5c3-7a88-02fe-8f7279961938,4,48,0,0.0,3,2,2.5,Medium
11588,3f0559cc-255d-fa2b-6375-d05c3b2ecf6a,2,137,7,0.0510948905109489,4,1,2.5,Medium
11595,3f18ca5b-2a46-03de-6bbc-446120b4b4ff,3,9,2,0.2222222222222222,2,1,1.5,Low
11597,3f1a0753-b875-f14d-6cde-a8cf502a5461,5,46,0,0.0,3,2,2.5,Medium
11613,3f330f6b-8e83-9030-df63-3817da64c0ed,2,37,8,0.2162162162162162,3,1,2.0,Medium
11618,3f3b42b2-04ed-6843-841f-b61b2218622b,2,56,28,0.5,4,1,2.5,Medium
11619,3f3c9d54-9380-9a8e-26f1-cd6c365276d8,2,31,0,0.0,3,1,2.0,Medium
11623,3f44e853-3fdb-4ff8-9227-feba6c739259,2,190,103,0.5421052631578948,4,1,2.5,Medium
11627,3f47a40f-8489-d7be-fad1-d0f83bddff57,2,13,0,0.0,2,1,1.5,Low
11629,3f4ad29f-cabe-165c-5eb3-8dd6c4236b3a,2,16,0,0.0,2,1,1.5,Low
11630,3f4bde38-adf6-2a27-adae-fde8753dfbdb,7,19,5,0.2631578947368421,2,3,2.5,Medium
11631,3f4c2110-5995-58d5-155d-0809e66aa58d,2,72,27,0.375,4,1,2.5,Medium
11633,3f4fd1e7-5e56-ed9c-ab63-95847c25b0c9,3,5,2,0.4,1,1,1.0,Low
11636,3f54ed1f-3310-e43b-b9c0-2d34880d39ff,3,87,0,0.0,4,1,2.5,Medium
11637,3f5afc1f-2a4e-8930-0533-d48427634f5d,2,69,1,0.0144927536231884,4,1,2.5,Medium
11642,3f648bc2-d816-a424-c7ef-7c21a2e3d1eb,3,9,6,0.6666666666666666,2,1,1.5,Low
11643,3f64e9e4-76b9-015a-8045-938469def629,3,108,47,0.4351851851851852,4,1,2.5,Medium
11646,3f69f18c-97de-a410-245b-04f833e8b681,4,22,6,0.2727272727272727,2,2,2.0,Medium
11651,3f6fe902-faeb-2007-1289-b762c048ccee,2,7,0,0.0,2,1,1.5,Low
11655,3f730c67-1104-c610-ae97-83ed9ac99984,3,10,0,0.0,2,1,1.5,Low
11659,3f76d7eb-0206-08cf-5ef0-0037e2bbc235,7,14,9,0.6428571428571429,2,3,2.5,Medium
11669,3f7fcfbe-c959-51a0-c7b1-a40a94c3ddde,2,45,43,0.9555555555555556,3,1,2.0,Medium
11679,3f8fb615-afba-c920-8b08-9cb4eeb96328,2,30,10,0.3333333333333333,2,1,1.5,Low
11689,3f9b17ca-45d1-a781-835c-99cc70976953,2,9,4,0.4444444444444444,2,1,1.5,Low
11707,3fb6df3b-85d3-2e47-2401-1346f3dbc664,3,51,6,0.1176470588235294,4,1,2.5,Medium
11713,3fbd652f-afc8-d574-f2f7-3a5967c20817,3,22,11,0.5,2,1,1.5,Low
11718,3fcaab40-2803-449e-3ef3-6183ace4b925,2,130,0,0.0,4,1,2.5,Medium
11720,3fcaef49-5a34-feb0-5ef7-142008f6cd09,2,41,0,0.0,3,1,2.0,Medium
11721,3fcc4b72-a8c3-d2ef-20cc-df23ab4ed224,2,13,5,0.3846153846153846,2,1,1.5,Low
11723,3fce54fd-2a9d-b861-fd18-5e90f96c492c,9,170,144,0.8470588235294118,4,4,4.0,High
11725,3fced317-3982-b30c-d91e-4435caa0dff3,4,32,8,0.25,3,2,2.5,Medium
11726,3fcf48e9-e5f6-90ac-076f-fcc11f3f3436,2,6,3,0.5,2,1,1.5,Low
11727,3fcf5bd5-fb3f-4c5b-6d54-397e1dfc8299,4,23,2,0.0869565217391304,2,2,2.0,Medium
11728,3fcf5efe-9d70-8c35-a369-61fbab9cae60,3,72,5,0.0694444444444444,4,1,2.5,Medium
11731,3fd69006-22ef-9e94-9134-cc120a2b89ad,6,82,14,0.1707317073170731,4,3,3.5,High
11737,3fdb59ae-da0b-e2ff-583c-9582360583c1,2,5,0,0.0,1,1,1.0,Low
11738,3fddf7a3-9cd0-0e0a-2114-b9a9285cd11d,3,137,67,0.4890510948905109,4,1,2.5,Medium
11755,3fefb4d0-86e0-a21a-ae80-e69715c888f5,4,19,0,0.0,2,2,2.0,Medium
11758,3ff0129d-0b07-b005-174f-90535fc52f27,2,196,39,0.1989795918367347,4,1,2.5,Medium
11761,3ff3e51e-9e40-d2f6-6d75-9af7d67524b3,3,165,83,0.503030303030303,4,1,2.5,Medium
11765,3ff7838b-f8c7-3c74-277e-83ad472d0303,2,7,4,0.5714285714285714,2,1,1.5,Low
11766,3ff8e932-a1cd-9054-bc34-1a8d605181ae,2,24,6,0.25,2,1,1.5,Low
11768,3ffdcb10-ccb7-c3f0-af20-88cdbdb6c8fe,10,20,18,0.9,2,4,3.0,High
11771,3ffec28e-8be4-79c4-4eda-910d87aa4c51,2,5,0,0.0,1,1,1.0,Low
11778,4004ce86-788d-bcfd-c1bf-b91363ba84bd,4,22,16,0.7272727272727273,2,2,2.0,Medium
11780,4007fae5-5c3e-9518-be8a-81afa9873fa0,3,22,11,0.5,2,1,1.5,Low
11798,40230d1c-94f4-9a34-cceb-4d23964d910e,2,112,8,0.0714285714285714,4,1,2.5,Medium
11808,4030f286-4b01-6427-f252-e26e75286df9,2,6,0,0.0,2,1,1.5,Low
11809,403175a0-ab7c-bd4f-1e43-a0d0010d1451,2,44,19,0.4318181818181818,3,1,2.0,Medium
11821,403f7c05-f941-60e8-3d32-1c0b4b2506e0,3,118,66,0.559322033898305,4,1,2.5,Medium
11825,40437454-75de-ab33-e76d-a855ec42e787,2,16,9,0.5625,2,1,1.5,Low
11841,40546389-a37e-37bb-7212-528fc00ee5b2,4,8,3,0.375,2,2,2.0,Medium
11844,4059856f-183c-24fc-929d-7f26a1e6cfb6,3,74,4,0.054054054054054,4,1,2.5,Medium
11846,405baa5c-19be-b739-8528-9a28aec7da70,3,9,4,0.4444444444444444,2,1,1.5,Low
11852,40621450-3fa6-57ee-84a8-364f85874002,2,14,1,0.0714285714285714,2,1,1.5,Low
11853,40622597-95d2-1792-437b-c15a30e86aee,2,12,0,0.0,2,1,1.5,Low
11859,4066a66a-2015-c07b-8294-bb9fd4bfd385,3,15,13,0.8666666666666667,2,1,1.5,Low
11862,4068c4df-001c-b2d3-0197-6930156f21fc,2,5,0,0.0,1,1,1.0,Low
11865,406d166a-0b90-9707-852d-1a14d468f33b,3,169,0,0.0,4,1,2.5,Medium
11872,40792e19-ecc5-337c-d576-4071324cd32e,5,26,4,0.1538461538461538,2,2,2.0,Medium
11881,408591c5-a43f-bad6-fa30-85376ad683df,3,21,3,0.1428571428571428,2,1,1.5,Low
11885,408ce626-b8a9-6d1f-b65d-b02e34a24253,2,25,4,0.16,2,1,1.5,Low
11886,408d277b-eb78-49b5-3136-250345c448f3,4,35,0,0.0,3,2,2.5,Medium
11889,4093591c-a35e-514d-882b-13fe20ec9565,3,167,0,0.0,4,1,2.5,Medium
11892,40992844-833f-191e-6284-a374c39f4fd3,2,14,0,0.0,2,1,1.5,Low
11911,40b4b564-73fe-5956-5b41-866e0f01ff4c,2,65,0,0.0,4,1,2.5,Medium
11913,40b50a56-3b71-047c-5355-54d6d0896566,5,9,2,0.2222222222222222,2,2,2.0,Medium
11915,40b7692a-607e-45f6-d6bb-81516c3f95f2,2,24,12,0.5,2,1,1.5,Low
11916,40b76ebb-5c2a-5278-8d26-592e243517e0,2,38,0,0.0,3,1,2.0,Medium
11924,40bf0d96-83dc-f6b5-a659-90bc8e82e10c,4,15,6,0.4,2,2,2.0,Medium
11930,40cbe4b0-1cb2-8a63-6b4e-3af1fd149d15,4,140,32,0.2285714285714285,4,2,3.0,High
11934,40d32a7f-9d6d-21f1-8210-e5b52990ecec,6,17,8,0.4705882352941176,2,3,2.5,Medium
11936,40d48599-bab1-79fc-fdcb-e45c44589549,2,25,0,0.0,2,1,1.5,Low
11938,40d5c86f-f490-c76b-1a72-b5e607a0d6a6,3,135,75,0.5555555555555556,4,1,2.5,Medium
11957,40e9af70-c4b3-2785-573e-685260e5cc5c,2,63,8,0.1269841269841269,4,1,2.5,Medium
11961,40efe72b-a2a5-1d1a-5925-2ce73de98e9e,2,22,1,0.0454545454545454,2,1,1.5,Low
11971,40ff8aed-f2aa-6588-dc56-3e00cc13da28,2,180,48,0.2666666666666666,4,1,2.5,Medium
11972,410103fe-bc59-d463-c178-ac2d1e8516d8,2,55,1,0.0181818181818181,4,1,2.5,Medium
11978,4108bb5d-a698-d989-2d50-f303c3db0186,3,26,13,0.5,2,1,1.5,Low
11987,411a9fbb-8720-21ef-1d10-3d9b22a20317,2,21,5,0.238095238095238,2,1,1.5,Low
11988,411e1fe1-10c0-b3ca-62b0-834a14d107ce,3,66,12,0.1818181818181818,4,1,2.5,Medium
11989,4121b76f-07ea-a258-7a27-b20a5757ea3a,2,35,2,0.0571428571428571,3,1,2.0,Medium
11992,4125016d-f58a-2d00-fb7d-02a97cda5f73,2,21,1,0.0476190476190476,2,1,1.5,Low
11995,412ad9e4-460e-8e6f-58f3-5644ae09704b,5,23,0,0.0,2,2,2.0,Medium
11996,412e2bf5-eda6-957c-6e14-eb631ee68b33,4,124,32,0.2580645161290322,4,2,3.0,High
12000,41378702-6475-080d-6c22-1bfc49ee6fd7,2,8,4,0.5,2,1,1.5,Low
